followers,is_public,is_collaborative,num_of_songs,num_of_markets_avg,song_popularity_avg,song_popularity_std,song_duration_avg,song_duration_std,num_of_artists,artist_popularity_avg,artist_popularity_std,artist_genres,last_update,first_update,active_period,playlist_name_length,name_score,decade_1900,decade_1910,decade_1920,decade_1930,decade_1940,decade_1950,decade_1960,decade_1970,decade_1980,decade_1990,decade_2000,decade_2010,danceability_avg,danceability_std,energy_avg,energy_std,key_avg,key_std,loudness_avg,loudness_std,mode_avg,mode_std,speechiness_avg,speechiness_std,acousticness_avg,acousticness_std,instrumentalness_avg,instrumentalness_std,liveness_avg,liveness_std,valence_avg,valence_std,tempo_avg,tempo_std,duration_ms_avg,duration_ms_std,time_signature_avg,time_signature_std
18355,1,0,900,53.7,64.6,16.5275527529,222741.01,38805.7415163,122,77.8203125,10.5032982868,78,1512434872.0,1442276544.0,70158328.0,16,0,0,0,0,0,0,0,0,0,0,0.05,0.25,0.7,0.65043,0.140258707751,0.66676,0.164598913727,5.46,3.52539359505,-6.02656,2.00919752797,0.63,0.482804308183,0.07999,0.0655277399275,0.178679236,0.225251873028,0.0248108636,0.102628546175,0.175799,0.125240385256,0.522762,0.215693708198,114.96402,24.6937624727,222746.45,38803.9585404,3.98,0.198997487421
10044,1,0,1000,51.77,63.45,16.6855476386,222895.18,31792.8581016,123,74.6691729323,13.5100752181,63,1512426948.0,1442246010.0,70180938.0,22,0,0,0,0,0,0,0,0,0,0.01,0.12,0.38,0.49,0.64856,0.121683221522,0.6972,0.147526201063,5.18,3.891991778,-5.68119,2.04181111122,0.67,0.47021271782,0.069209,0.0531514535925,0.13104114,0.162031595911,0.0038125564,0.0281586273196,0.148052,0.0994418085918,0.546431,0.213338713643,118.24032,25.2247962766,222895.51,31792.7889725,3.97,0.170587221092
11844,1,0,800,48.6,56.45,17.0565969642,242319.32,49047.3642955,156,73.6705202312,13.044215526,55,1512434845.0,1433262115.0,79172730.0,20,0,0,0,0,0,0,0,0,0,0.01,0.17,0.34,0.48,0.69713,0.153191687438,0.66585,0.149226832373,5.82,3.59827736563,-6.52153,2.2740717247,0.46,0.498397431775,0.187943,0.115450263971,0.14054989,0.166225188483,0.0081072581,0.0427932751985,0.221525,0.169832143233,0.53102,0.221416755464,116.22286,28.5366436057,242319.72,49047.4273774,4.03,0.221585198062
4236,1,0,700,46.77,54.09,20.1092491158,242933.15,51258.1963854,151,74.7388888889,14.7683459876,52,1512435439.0,1447631511.0,64803928.0,16,0,0,0,0,0,0,0,0,0,0.04,0.16,0.28,0.52,0.73129,0.135254300856,0.66356,0.15760991847,5.45,3.63421243188,-6.81759,2.62023843226,0.51,0.499899989998,0.204296,0.112269318088,0.12734462,0.17085025645,0.0063367303,0.0368077707156,0.212701,0.181574227519,0.537326,0.222161070676,115.07396,31.0075453488,242936.68,51266.4215734,3.99,0.360416425819
2623,1,0,600,48.19,59.9,14.8717853669,212141.84,32056.9372295,125,73.5984251969,13.3175982338,48,1512435014.0,1459527600.0,52907414.0,26,0,0,0,0,0,0,0,0,0,0,0,0.24,0.76,0.64291,0.14646781865,0.67366,0.178484689539,4.97,3.45095638918,-5.50251,1.7363714896,0.69,0.462493243194,0.08146,0.0620236051838,0.196722125,0.242111109204,0.002150404,0.0130007818818,0.180439,0.130376918889,0.54656,0.217277763243,121.56326,26.6280582956,212142.79,32057.502025,3.94,0.341174442185
6358,1,0,800,54.48,51.28,18.7216879581,256207.23,79056.9116608,101,66.7227722772,8.78693766352,133,1512435687.0,1433262224.0,79173463.0,17,0,0,0,0,0,0,0,0.05,0.27,0.27,0.14,0.11,0.16,0.49387,0.162788184768,0.73938,0.22190195042,5.52,3.70804530717,-8.14213,3.80844680061,0.82,0.384187454246,0.060114,0.0356278206462,0.1571475485,0.254266624026,0.1615150369,0.296137836399,0.207968,0.163838528973,0.549618,0.251388359468,125.80246,28.8643451654,256241.44,79052.6208985,3.9,0.458257569496
14095,1,0,700,44.36,45.45,20.1873103706,237027.42,49933.1611251,143,70.2427745665,17.5653698105,42,1512438329.0,1442276931.0,70161398.0,23,0,0,0,0,0,0,0,0,0,0,0.07,0.31,0.62,0.73328,0.139111903157,0.65376,0.142445296167,5.26,4.03638452083,-6.42374,2.33009396643,0.58,0.49355850717,0.181754,0.100951885985,0.11748126,0.150364567094,0.0012464787,0.00925755370229,0.204405,0.178417249937,0.477576,0.211764149053,120.16551,29.8948482557,237033.78,49934.1676634,4.03,0.170587221092
2415,1,0,700,55.38,52.9,17.1577970614,244957.28,83006.3396299,175,61.4632768362,13.0561610236,81,1512438409.0,1465401840.0,47036569.0,27,0,0,0,0,0,0,0,0,0,0,0,0.01,0.99,0.72901,0.105502653521,0.70892,0.167131665462,5.32,3.76,-6.2995,2.4391427654,0.49,0.499899989998,0.071392,0.0548465362261,0.099238018,0.143632528616,0.2039089816,0.322451908745,0.166844,0.144463595636,0.504579,0.208084375336,120.75679,15.4143343472,244957.7,83006.3512249,4.0,0.0
2103,1,0,800,43.19,50.49,16.392983255,232333.63,62273.9500361,102,64.6699029126,9.13479249743,139,1512433491.0,1500043349.0,12390142.0,24,0,0,0,0,0,0,0,0,0,0.01,0.1,0.33,0.56,0.49283,0.161877364384,0.70972,0.242788017826,5.29,3.66413700617,-6.79289,3.49528665461,0.74,0.438634243989,0.05699,0.0363658672384,0.2209195282,0.327137059657,0.149171258,0.281856754198,0.221152,0.19451477912,0.470705,0.254873248645,123.91526,29.9972453537,232334.01,62273.9113924,3.92,0.503587132481
8645,1,0,700,49.58,42.78,18.3142458212,239187.7,57825.4311236,124,60.9076923077,12.3234898615,68,1512431174.0,1442276057.0,70155117.0,20,0,0,0,0,0,0,0,0,0,0.04,0.38,0.29,0.29,0.71944,0.147665386601,0.71841,0.149433804409,5.72,3.728484947,-7.02424,2.64074975005,0.5,0.5,0.232804,0.101863572409,0.15626857,0.184015730104,0.0025904644,0.00912748754029,0.23737,0.191057711438,0.597539,0.209933074047,111.06191,29.453919014,239191.23,57832.9117712,4.01,0.360416425819
6522,1,0,700,45.63,48.45,17.2843136977,247122.05,40726.1718465,122,66.0483870968,13.6864984322,65,1512435363.0,1442276627.0,70158736.0,16,0,0,0,0,0,0,0,0,0,0.02,0.2,0.45,0.33,0.6831,0.142790580922,0.61174,0.183023474997,4.92,3.44870990372,-7.41096,2.89630446576,0.46,0.498397431775,0.109497,0.085881630696,0.22185124,0.224203871551,0.0302048737,0.100674251821,0.169181,0.134037926495,0.556496,0.232376013358,112.8536,27.3975490247,247118.4,40725.8788765,3.96,0.344093010682
1721,1,0,700,46.24,45.6,16.7343957166,245627.76,48204.3005984,148,67.3006134969,14.8972492908,48,1512436681.0,1442276787.0,70159894.0,29,0,0,0,0,0,0,0,0,0,0,0.17,0.39,0.44,0.68942,0.145725713585,0.64285,0.146946206144,4.96,3.72,-6.84375,2.49036729169,0.49,0.499899989998,0.181147,0.117224564367,0.14478874,0.189702342707,0.0065767672,0.0369154571625,0.234856,0.165477735856,0.530296,0.216234673408,114.25445,29.6068136129,245628.12,48204.4147628,4.04,0.241660919472
1170,1,0,800,53.95,60.34,15.9406524333,237688.62,39883.0906129,124,72.4482758621,15.290714349,42,1512432684.0,1442276232.0,70156452.0,18,0,0,0,0,0,0,0,0.01,0,0,0.08,0.3,0.61,0.70495,0.116208551751,0.6989,0.155317899806,5.52,3.92550633677,-5.81241,2.25383707084,0.57,0.495075751779,0.064997,0.0483531373439,0.2629103,0.210034257022,0.0044219431,0.0343581600126,0.160779,0.133733534534,0.67536,0.2103494483,120.65075,28.0346666655,237688.91,39883.0638949,3.99,0.172916164658
6292,1,0,700,55.95,49.62,20.1592559387,230590.0,62076.8473487,177,63.5081967213,12.5523467218,58,1512429167.0,1442248871.0,70180296.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.64114,0.111210343044,0.82846,0.133202133617,5.86,3.49862830264,-4.3805,1.70923497214,0.39,0.48774993593,0.080441,0.0562077967812,0.055460237,0.0860096567686,0.207429168,0.312054008557,0.204287,0.172018280805,0.359927,0.196003508568,126.45692,18.2824920214,230590.41,62076.8908439,3.99,0.0994987437107
3318,1,0,800,50.48,54.64,13.5989117212,237075.81,51805.0852891,104,64.8846153846,9.15812763479,124,1512434864.0,1442276554.0,70158310.0,21,0,0,0,0,0,0,0,0,0.04,0.02,0.36,0.38,0.2,0.52637,0.13656549015,0.677814,0.268541365536,5.51,3.65922122862,-7.29862,3.30331552468,0.76,0.427083130081,0.052352,0.0329767841974,0.251428017,0.342678709325,0.0393865045,0.141474003548,0.186597,0.156728198136,0.498966,0.217257465796,124.64032,31.74257759,237092.92,51788.7233518,3.94,0.276405499222
4039,1,0,700,50.6,50.18,17.5090719343,235982.71,51473.2299723,100,61.78,13.1769343931,130,1512424052.0,1442245550.0,70178502.0,29,0,0,0,0,0,0,0,0,0.01,0.13,0.41,0.29,0.16,0.46044,0.133360062987,0.75614,0.227520417545,5.29,3.29634646237,-7.14429,3.51250229977,0.78,0.414246303544,0.058925,0.0383255198921,0.1045816133,0.210252487297,0.1225687761,0.239923276483,0.206739,0.173183223723,0.488229,0.220895775557,125.34799,29.5632554085,235982.34,51474.603243,3.95,0.217944947177
2654,1,0,700,49.86,51.24,18.3036171289,253893.88,77598.20639,100,63.22,8.39592758425,133,1512426329.0,1433261051.0,79165278.0,25,0,0,0,0,0,0,0,0.11,0.33,0.23,0.16,0.11,0.06,0.48633,0.140568563698,0.68367,0.212153579041,5.16,3.52340744167,-9.19198,3.45419427647,0.74,0.438634243989,0.053657,0.034772754435,0.20413104,0.226857105769,0.1057501528,0.227995107403,0.23399,0.201141185489,0.577267,0.215482313917,130.45845,28.4865703974,253901.08,77606.3076628,3.89,0.466797600679
3779,1,0,700,52.28,50.96,15.8832742216,259932.8,64364.5781321,102,63.8137254902,7.80363212588,104,1512433115.0,1428680431.0,83752684.0,24,0,0,0,0,0,0,0,0.08,0.4,0.15,0.13,0.11,0.13,0.54148,0.138216893324,0.586104,0.263769481904,4.94,3.78370189101,-10.27907,4.07812924085,0.7,0.458257569496,0.04788,0.0374148526658,0.3334317,0.307826641992,0.0926805073,0.215308440159,0.198116,0.159775325204,0.564268,0.250552922905,123.04298,27.9969399821,259981.54,64306.7498767,3.95,0.217944947177
1790,1,0,600,52.13,60.89,9.17812072268,264778.22,58529.0193095,100,62.72,8.8499491524,68,1512423821.0,1433260724.0,79163097.0,23,0,0,0,0,0,0,0,0.02,0.43,0.39,0.08,0.06,0.02,0.50682,0.108984987957,0.69607,0.158826084445,5.7,3.31511689085,-8.64984,2.92388571842,0.75,0.433012701892,0.047015,0.0298005348106,0.16642608,0.191164613967,0.0247224661,0.0832839085423,0.219462,0.161146112445,0.596691,0.229740933704,124.45987,27.6588408494,264795.82,58559.2005079,3.98,0.315594676761
1547,1,0,600,52.32,58.0,13.3835720195,232933.96,40327.4904783,118,70.888,9.85268775513,50,1512432672.0,1442276244.0,70156428.0,22,0,0,0,0,0,0,0,0,0,0.04,0.07,0.29,0.6,0.62784,0.138074379955,0.70077,0.174811089751,5.08,3.62954542608,-5.76834,2.10146907767,0.7,0.458257569496,0.051112,0.0296295031345,0.28674188,0.243763299497,0.0058520784,0.0392320848499,0.194966,0.182292025179,0.58751,0.234923923643,123.38109,31.5668638839,232924.22,40324.9953879,3.95,0.217944947177
5454,1,0,700,47.41,62.11,8.32693821281,236408.39,47609.8408714,100,66.08,9.33775133531,46,1512423953.0,1442245540.0,70178413.0,30,0,0,0,0,0,0,0,0,0,0.01,0.18,0.6,0.21,0.4716,0.118589459903,0.88929,0.0836919703436,5.24,3.33502623678,-4.75547,1.55310796441,0.57,0.495075751779,0.07473,0.0394455764313,0.0065314233,0.0187386596927,0.0176989311,0.0592781797903,0.186602,0.12575242183,0.42907,0.170652175785,127.92225,27.6741810413,236409.69,47609.390883,3.94,0.237486841741
9657,1,0,900,47.71,43.7,16.4993939283,231313.34,66067.5124861,102,59.5490196078,10.1649411435,142,1512431497.0,1442276104.0,70155393.0,23,0,0,0,0,0,0,0,0,0,0.06,0.12,0.32,0.5,0.46362,0.151543840521,0.640807,0.287026175899,4.97,3.65090399764,-8.39577,4.11632153957,0.72,0.448998886413,0.057125,0.0430954205804,0.3000818099,0.366124564076,0.1836811459,0.299384223515,0.191963,0.163688056165,0.450884,0.24373026801,123.12511,30.4984495478,231313.75,66067.4084787,3.93,0.430232495286
3207,1,0,600,47.11,47.09,17.9198744415,251272.73,66840.0030905,101,63.5247524752,8.36493631728,73,1512434961.0,1442276566.0,70158395.0,24,0,0,0,0,0,0,0,0,0,0.02,0.29,0.51,0.18,0.47147,0.150427221938,0.7763,0.191489555851,5.27,3.36408977288,-6.16935,2.43289962134,0.71,0.453762052182,0.064043,0.0442705619007,0.1096613814,0.203024974301,0.1242179437,0.262629820518,0.194646,0.162273364062,0.396689,0.207991442562,122.25975,30.4172762477,251278.89,66829.253123,3.87,0.541387107346
5005,1,0,600,51.91,52.25,16.6957329878,233428.3,63315.1575333,106,63.179245283,11.0477498518,86,1512433751.0,1442276392.0,70157359.0,23,0,0,0,0,0,0,0,0,0.01,0,0.03,0.42,0.54,0.55425,0.128670771739,0.472539,0.257899184913,5.49,3.87167922225,-9.38008,4.36846403597,0.83,0.37563279942,0.042973,0.0250619985436,0.47615252,0.350295793888,0.0363695205,0.114854000644,0.156347,0.120361512499,0.424025,0.215241856698,118.54878,29.2983216726,233437.56,63304.1532469,3.88,0.406939798988
5952,1,0,700,50.07,48.68,16.5105299733,241504.49,64081.6886665,134,63.1798561151,12.8808886365,125,1512431480.0,1459212428.0,53219052.0,22,0,0,0,0,0,0,0,0,0,0,0.03,0.09,0.88,0.65227,0.173589737888,0.536197,0.187719482449,5.5,3.40734500748,-8.45125,2.74003646098,0.52,0.499599839872,0.104304,0.0929109572871,0.28972658,0.283600864923,0.1549292119,0.305360424846,0.177309,0.151771192323,0.455458,0.245114899661,115.53014,24.309438323,241507.57,64082.6694472,3.95,0.433012701892
6216,1,0,700,46.2,48.41,15.7987942578,236356.33,66738.7477174,102,61.5098039216,9.48346868993,129,1512431433.0,1442276096.0,70155337.0,22,0,0,0,0,0,0,0,0,0,0,0.06,0.43,0.51,0.49331,0.147468687863,0.539754,0.280347564434,5.28,3.92448722765,-9.09461,4.18922377988,0.72,0.448998886413,0.050609,0.0385268220724,0.419572599,0.392387028077,0.13921469,0.270323136473,0.168951,0.136332745513,0.435475,0.233505495171,119.75012,31.4401677633,236346.92,66731.0658252,3.93,0.430232495286
306,1,0,500,51.37,46.7,15.7825853395,213850.12,44621.9312586,119,62.7398373984,11.5897609692,57,1512439375.0,1442277207.0,70162168.0,22,0,0,0,0,0,0,0,0,0,0,0,0.17,0.83,0.60651,0.150884889568,0.49849,0.241231569037,4.68,3.44058134623,-7.48624,2.91855352228,0.72,0.448998886413,0.052335,0.0357494374082,0.50286444,0.357662377201,0.0083282464,0.0401592591598,0.157243,0.131944958414,0.46459,0.220120425904,113.75782,27.1458690336,213850.5,44621.9500628,3.99,0.299833287011
4516,1,0,700,45.91,42.97,18.0418707456,267926.61,55118.8005965,121,59.96,13.0637819945,59,1512438913.0,1442277166.0,70161747.0,31,0,0,0,0,0,0,0,0,0.01,0.05,0.3,0.38,0.26,0.65963,0.159479945761,0.62256,0.155541076247,5.73,3.14596567051,-8.02214,2.89046279,0.5,0.5,0.086016,0.065570279426,0.21295482,0.205635402597,0.0221553863,0.0770625436205,0.169727,0.163698082979,0.57074,0.212723840695,116.02374,28.8058907297,267915.37,55116.3835658,3.94,0.395474398666
1975,1,0,700,52.71,51.35,13.9214762148,257570.96,64088.2256744,101,64.0297029703,6.90021587486,97,1512436543.0,1442276771.0,70159772.0,22,0,0,0,0,0,0,0,0.05,0.37,0.32,0.04,0.16,0.06,0.56052,0.140730769912,0.62071,0.241763533023,5.83,3.58065636441,-9.96594,3.44877830491,0.77,0.42083250825,0.047737,0.0287988598906,0.28658869,0.298819124162,0.0837809313,0.232310887615,0.200253,0.163635062536,0.578648,0.23951702757,124.90411,25.2921000508,257569.16,64087.6851465,3.99,0.172916164658
603,1,0,700,53.54,41.91,20.7851365163,253710.49,51002.4057485,124,63.7518796992,15.9837351611,38,1512438417.0,1442276941.0,70161476.0,21,0,0,0,0,0,0,0,0,0.02,0.01,0.12,0.3,0.55,0.7059,0.124763335961,0.68576,0.180604602378,5.28,3.60299875104,-6.93323,3.86990246093,0.63,0.482804308183,0.079412,0.0707746568766,0.36265195,0.265679952417,0.023748704,0.110305683169,0.176579,0.169564612638,0.73314,0.22269759855,120.62047,30.6933628641,253710.81,51002.4319518,3.97,0.221585198062
1653,1,0,500,51.0,45.85,23.6708153641,231168.31,52089.7829809,132,68.61875,19.5307039924,26,1512435530.0,1442276653.0,70158877.0,22,0,0,0,0,0,0,0,0,0,0,0.02,0.22,0.76,0.6649,0.128864696484,0.72294,0.142470545728,5.46,3.61778938027,-5.72315,2.36052929817,0.6,0.489897948557,0.132773,0.100538656103,0.2510516,0.210734691001,0.0025328445,0.0177931537882,0.19884,0.174066265543,0.64317,0.190179970291,120.1251,34.8643483577,231167.27,52089.7108391,3.98,0.198997487421
2939,1,0,600,49.65,46.63,20.065221155,239569.51,56007.7763578,101,59.1386138614,12.3737423227,79,1512434308.0,1442276478.0,70157830.0,21,0,0,0,0,0,0,0,0,0,0.06,0.22,0.52,0.2,0.41185,0.163197878356,0.87968,0.133682749822,5.39,3.3819964518,-5.45517,2.71249544536,0.63,0.482804308183,0.099083,0.073438687427,0.0165360011,0.0707407088736,0.1986877816,0.325099254818,0.230307,0.182938267323,0.363031,0.223158797584,120.92919,30.483611245,239569.87,56007.7941211,3.89,0.421781934179
2364,1,0,700,49.58,46.85,15.3129846862,239978.77,55208.037697,104,60.2019230769,8.47891027071,127,1512429959.0,1442248987.0,70180972.0,21,0,0,0,0,0,0,0,0.01,0.01,0,0.04,0.42,0.52,0.51884,0.132965914429,0.47338,0.239760661911,5.3,3.67831483155,-9.6014,3.59329240948,0.79,0.407308237088,0.041815,0.03609384816,0.5182719,0.347948787972,0.1295265817,0.272511561216,0.146355,0.103223227401,0.439739,0.22551519279,122.31569,30.1868814268,239979.12,55208.0172418,3.86,0.490306026885
5093,1,0,700,46.53,46.46,17.6937390056,211027.91,44037.266048,102,57.931372549,11.8199397861,73,1512434833.0,1442276550.0,70158283.0,21,0,0,0,0,0,0,0,0,0,0,0.05,0.56,0.39,0.42714,0.138215268332,0.83095,0.182502732856,5.34,3.33832293225,-4.85082,2.00852220491,0.75,0.433012701892,0.080369,0.0560477879938,0.0692873612,0.158047236481,0.0436293854,0.136835422731,0.231822,0.160884465739,0.475412,0.215333328716,133.4067,35.5891296349,211029.3,44036.7848117,4.01,0.172916164658
1178,1,0,600,50.36,44.07,18.2286889271,243869.58,75623.3243553,103,61.8932038835,9.12471584487,149,1512436236.0,1442276738.0,70159498.0,30,0,0,0,0,0,0,0.01,0.13,0.19,0.06,0.15,0.2,0.26,0.51446,0.139055918249,0.501631,0.284584012093,4.78,3.47729780145,-11.19925,4.60142124213,0.84,0.366606055596,0.046849,0.0306400701533,0.46100938,0.345898617631,0.0953923526,0.22390874926,0.177424,0.186903575739,0.51781,0.26864470421,123.44156,30.2050980201,243894.83,75610.8764557,3.9,0.360555127546
3115,1,0,200,56.52,50.1,16.641213898,239100.1,62100.4191415,105,66.5714285714,10.6733822397,119,1512434591.0,1442276515.0,70158076.0,27,0,0,0,0,0,0,0,0.01,0.09,0.19,0.35,0.14,0.22,0.50961,0.154517629738,0.633186,0.269009087586,5.08,3.48906864364,-9.22239,4.18379061831,0.69,0.462493243194,0.057274,0.0523087595341,0.241724296,0.316147125965,0.1263779084,0.25728217864,0.203327,0.171423165794,0.498293,0.256910228389,122.53709,29.0390703973,239087.88,62062.8135744,3.9,0.412310562562
5747,1,0,700,47.94,48.41,16.1796755221,232852.83,53834.0142367,103,63.0,7.05457229683,113,1512431388.0,1442276093.0,70155295.0,23,0,0,0,0,0,0,0,0,0,0,0.02,0.34,0.64,0.53792,0.126303418798,0.483316,0.247906696045,5.44,3.99329437933,-10.12509,3.72155608878,0.74,0.438634243989,0.041447,0.0277584021694,0.51872589,0.361268118154,0.1196040203,0.250526411667,0.158537,0.132491192654,0.423977,0.222498538357,118.07463,31.4084768649,232853.17,53834.0006479,3.91,0.349141805002
1850,1,0,700,48.53,44.81,17.8687968258,269854.9,77586.8468325,103,60.9805825243,9.93178733465,112,1512430965.0,1442276027.0,70154938.0,22,0,0,0,0,0,0,0,0.05,0.23,0.29,0.17,0.1,0.16,0.46333,0.149878954827,0.75567,0.19294761232,5.21,3.65046572371,-8.20879,3.33654532802,0.71,0.453762052182,0.062797,0.0435651155284,0.1274575034,0.193569155852,0.1403272034,0.277872384655,0.198336,0.174171572032,0.522163,0.266146458047,128.96643,29.2583804002,269856.03,77624.238206,3.91,0.449332838773
12626,1,0,800,47.3,43.44,15.6379794091,253773.3,79423.9901485,108,57.6944444444,10.6087475553,146,1512431544.0,1442276111.0,70155433.0,25,0,0,0,0,0,0,0,0,0,0,0.02,0.27,0.71,0.51561,0.194200664005,0.66054,0.224368242851,5.27,3.75194616166,-7.67251,3.42490168763,0.65,0.476969600708,0.062969,0.0588880593924,0.249399083,0.30742212499,0.2377318746,0.321793638637,0.220905,0.16554784165,0.425293,0.250873252562,119.32906,29.0675040056,253769.02,79427.2844665,4.01,0.360416425819
2192,1,0,700,56.47,44.34,18.0389689284,224937.47,54632.173417,171,58.8522727273,13.6273786687,61,1512429246.0,1442248884.0,70180362.0,26,0,0,0,0,0,0,0,0,0,0,0,0.02,0.98,0.62183,0.107231250576,0.84102,0.138853518501,5.59,3.63619306418,-4.50686,2.19628578751,0.41,0.491833305094,0.100132,0.0744227544236,0.050400256,0.0904487469634,0.2109860518,0.30565931302,0.217442,0.171449529705,0.350081,0.190384675694,127.44004,18.5408881459,224937.9,54632.1938674,3.98,0.14
2334,1,0,700,50.53,42.21,17.6245822646,250361.81,49072.5808071,135,61.4109589041,12.5418047427,48,1512430332.0,1442250455.0,70179877.0,25,0,0,0,0,0,0,0,0,0,0.05,0.27,0.3,0.38,0.72688,0.134846600254,0.66743,0.153851438407,5.21,3.54201919814,-7.11091,2.87515143634,0.48,0.499599839872,0.214929,0.104114835922,0.119506841,0.164816148454,0.0146579013,0.0703722936851,0.206405,0.136294888661,0.539556,0.230596828825,112.60341,28.8633923585,250362.11,49072.5454141,4.01,0.223383079037
2006,1,0,600,47.72,51.71,11.9292036616,220575.34,39932.4839679,120,58.0325203252,11.0747166525,69,1512431441.0,1459212421.0,53219020.0,28,0,0,0,0,0,0,0,0,0,0,0,0.02,0.98,0.59876,0.124145811045,0.70333,0.153607750781,5.24,3.5358733009,-6.31141,1.91549984127,0.54,0.498397431775,0.060694,0.0426125822264,0.12973109,0.195147128436,0.0289854634,0.121248802338,0.169798,0.125106913462,0.444938,0.200646915142,117.283,25.3842609678,220575.76,39932.5371133,4.0,0.141421356237
829,1,0,600,56.83,49.05,9.59518108219,179584.09,40266.2233129,115,57.5666666667,12.4644383035,77,1512423726.0,1441595172.0,70828554.0,28,0,0,0,0,0,0.03,0.07,0.14,0.06,0.08,0.17,0.22,0.23,0.49997,0.117997411412,0.31341,0.159576770553,5.21,3.40380669251,-12.77685,3.10318324427,0.65,0.476969600708,0.050416,0.0434929436116,0.77395,0.16387814833,0.0334060701,0.13465296033,0.193278,0.159144126866,0.47122,0.218449151063,107.73241,26.6469577498,179594.69,40271.0252158,3.83,0.56665686266
1043,1,0,600,47.86,45.95,17.4930700565,236617.67,80992.9606443,105,58.9905660377,9.38233515108,119,1512429942.0,1442248984.0,70180958.0,22,0,0,0,0,0,0,0,0.26,0.24,0.05,0.08,0.21,0.16,0.50881,0.139935820646,0.526454,0.263704121477,5.11,3.69565961636,-11.04381,4.36405739352,0.75,0.433012701892,0.043265,0.0187076100825,0.41641554,0.348400960016,0.1007881319,0.222821898747,0.204201,0.201501964504,0.563736,0.23610695861,121.54198,26.516215902,236642.13,80966.4569684,3.86,0.447660585712
1028,1,0,600,53.11,46.32,16.7402986831,221458.71,52906.296954,147,62.8036809816,15.6557517589,51,1512438834.0,1448842446.0,63596388.0,32,0,0,0,0,0,0,0,0,0,0,0.03,0.06,0.91,0.69171,0.148176738728,0.67065,0.152915818345,5.03,3.85085704746,-6.87688,2.51404190212,0.57,0.495075751779,0.217562,0.106307716352,0.214885477,0.214875139243,0.0122089877,0.0844083795068,0.218484,0.166949429301,0.470137,0.213421368965,117.78847,24.7953204252,221459.16,52906.3059103,3.95,0.384057287393
1481,1,0,600,38.71,58.36,11.1180214067,215312.26,30873.2897394,104,64.4433962264,9.03565285012,26,1512426743.0,1442245961.0,70180782.0,20,0,0,0,0,0,0,0,0,0.01,0.01,0.18,0.19,0.61,0.57363,0.0820266609097,0.70058,0.162144946267,5.26,3.42817735831,-6.3754,2.64581636173,0.93,0.255147016443,0.040807,0.0207351790684,0.21783759,0.221449768123,0.001043532,0.00885834555771,0.193472,0.141567088746,0.55898,0.204770162866,126.87098,33.5390037905,215315.98,30849.0625332,3.94,0.341174442185
996,1,0,600,51.68,38.73,16.7325162483,237573.7,61348.6990099,102,55.5196078431,13.7075407844,77,1512435414.0,1442276637.0,70158777.0,22,0,0,0,0,0,0,0,0,0,0.02,0.21,0.49,0.28,0.43,0.165021998534,0.83907,0.182547158565,4.96,3.13980891138,-5.62889,2.66305157627,0.67,0.47021271782,0.09048,0.0679003122231,0.0502146517,0.119624485882,0.2151778613,0.342906581596,0.257471,0.202624267695,0.328353,0.216400303814,124.65196,33.1070174591,237575.21,61349.1558277,3.88,0.406939798988
1779,1,0,500,37.74,48.76,18.9568562795,218452.19,33264.3188133,113,56.4955752212,15.7542655518,22,1512426726.0,1442245970.0,70180756.0,25,0,0,0,0,0,0,0,0,0,0.01,0.11,0.29,0.59,0.56024,0.0981312508837,0.59395,0.196570820571,5.2,3.48998567332,-6.93528,2.60117811032,0.91,0.286181760425,0.037314,0.0155923892973,0.3549183,0.283988097532,0.002285261,0.0133528147917,0.157189,0.0959474782316,0.46851,0.23068560835,123.14395,32.8199240878,218458.8,33250.1233174,3.91,0.286181760425
1069,1,0,600,46.43,46.22,15.8855783653,249471.38,49015.0158257,152,63.7237569061,14.4314320561,47,1512428732.0,1442246787.0,70181945.0,28,0,0,0,0,0,0,0,0,0,0,0.08,0.51,0.41,0.72591,0.124079014745,0.66092,0.140190133747,5.41,3.62793329597,-6.42933,2.00903604774,0.54,0.498397431775,0.205675,0.113112697232,0.097458371,0.129001565775,0.0039835949,0.0236590247294,0.2179,0.144643882691,0.48436,0.240855966503,118.43255,30.3723852028,249471.75,49015.0106786,4.03,0.221585198062
98,1,0,300,45.25,32.7,21.6390850084,227875.53,45740.389972,112,42.798245614,24.2067772968,91,1512425546.0,1442245774.0,70179772.0,25,0,0,0,0,0,0,0,0,0.03,0.01,0.09,0.37,0.5,0.59334,0.113037093027,0.64989,0.185597946918,5.45,3.58154994381,-6.48538,2.41758672142,0.72,0.448998886413,0.060424,0.0501341183626,0.242446171,0.253894460811,0.0185395417,0.0855307326788,0.179332,0.137600663429,0.486903,0.220095986994,119.26445,32.0880646276,227893.66,45743.8415001,3.92,0.337045990927
1075,1,0,600,55.87,52.6,13.1164019457,207213.28,46077.9931245,177,60.1832460733,14.2418501334,37,1512424967.0,1442245664.0,70179303.0,21,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.64245,0.0813226137062,0.84702,0.104300141898,5.22,3.13553823131,-4.49457,1.61485681876,0.43,0.495075751779,0.066844,0.0398348498679,0.041483792,0.0623956967967,0.1751115271,0.292218923153,0.23374,0.184528693704,0.351066,0.1999980091,125.27409,9.35175723284,207213.65,46078.164618,4.0,0.0
